nro_legajo;edad_ingreso;zona;distancia_km;horas_trabajo_sem;beca;promedio_1er_anio;materias_aprobadas_1er_anio;asistencia_pct;reinscripcion_tardia;abandona
82641;23;Sur;5.5;20;no;6.55;7;60.0;si;no
96232;17;Centro;44.8;0;si;5.9;5;64.2;si;no
42271;24;Oeste;0.5;22;no;5.98;3;69.4;no;si
43724;20;Sur;2.9;22;no;7.34;5;86.3;no;no
65145;17;Sur;5.8;0;si;7.82;7;74.8;no;no
28717;20;Norte;19.5;8;no;7.49;7;84.1;no;no
50003;20;Norte;15.9;14;si;5.46;2;76.0;si;si
21788;22;Sur;5.2;25;si;6.96;7;60.1;no;no
74577;18;Centro;26.1;14;no;6.79;5;77.2;no;no
43120;22;Sur;5.6;27;si;5.3;4;60.1;no;no
35197;24;Rural;23.5;20;si;4.86;3;71.9;no;si
88456;24;Oeste;8.1;13;si;7.89;5;47.7;no;no
33695;23;Oeste;2.7;21;si;6.7;6;76.1;no;no
50094;24;Centro;8.8;24;no;6.5;2;83.5;no;no
23405;17;Sur;0.8;24;no;5.6;3;66.8;si;si
55368;17;Centro;15.4;7;no;9.08;7;76.2;no;no
46736;19;Norte;3.7;7;si;6.26;7;68.1;no;no
87682;18;Norte;6.1;24;no;7.51;8;57.8;si;no
35539;23;Centro;0.5;27;no;6.09;5;61.5;no;no
75609;22;Centro;1.9;20;no;5.86;5;75.5;si;no
28438;20;Sur;6.2;15;no;6.83;7;71.9;no;no
68113;22;Oeste;7.2;14;no;5.56;5;63.9;si;si
21887;19;Centro;4.1;0;no;7.33;7;87.9;no;no
81533;24;Norte;10.1;14;no;5.95;4;81.6;no;no
70971;17;Norte;12.5;11;no;5.19;2;85.3;no;no
23789;22;Rural;35.2;26;no;6.54;6;74.4;no;no
37664;22;Oeste;1.4;11;si;5.8;2;93.4;si;no
64082;18;Centro;17.0;0;no;7.91;7;78.6;no;no
25407;21;Oeste;1.1;16;no;4.36;5;72.2;no;no
52000;25;Sur;10.0;26;si;6.42;6;96.1;no;no
95729;19;Oeste;2.9;23;no;4.62;4;85.4;no;no
29842;18;Norte;5.3;11;si;4.22;1;68.1;no;no
24556;19;Rural;6.5;39;no;3.83;1;71.7;no;si
22865;20;Sur;41.8;10;si;6.02;6;83.6;no;no
47015;26;Oeste;15.2;42;si;5.98;1;53.1;no;si
58827;20;Centro;2.5;17;no;6.47;7;52.8;si;no
57202;18;Sur;17.7;22;no;5.58;3;53.5;no;no
71980;19;Sur;30.7;44;no;2.94;1;50.1;no;si
61795;26;Rural;10.0;7;si;5.84;3;77.0;no;no
22894;22;Sur;0.5;21;no;6.91;7;75.9;no;no
67959;20;Centro;20.9;7;si;8.25;8;45.6;no;no
46958;20;Rural;1.6;23;no;7.5;8;50.4;si;no
31541;19;Norte;4.1;15;si;6.73;4;61.6;no;no
74586;23;Oeste;6.1;13;si;5.74;5;79.1;no;no
60324;19;Centro;1.1;20;no;4.94;3;73.0;no;no
39650;22;Sur;3.4;26;si;7.05;5;80.3;no;no
76360;22;Rural;0.5;40;no;4.36;2;64.8;no;si
74810;20;Norte;0.5;19;no;5.34;4;83.2;no;si
47766;24;Sur;11.9;13;no;5.68;4;92.4;no;no
80699;24;Rural;25.5;0;no;5.87;5;86.0;no;no
93213;25;Oeste;6.6;18;no;6.3;3;81.4;no;no
31273;29;Sur;5.2;23;no;8.0;7;76.2;no;no
49633;19;Oeste;7.2;10;no;7.26;7;86.3;no;no
85031;22;Rural;15.0;26;no;3.57;2;66.3;no;si
93056;20;Rural;38.1;15;si;6.41;5;72.8;no;no
35424;17;Centro;7.2;11;no;7.76;7;70.6;no;no
80294;17;Norte;12.9;0;no;7.5;7;73.7;no;no
20171;19;Centro;0.5;23;no;8.08;7;80.1;no;no
42330;19;Centro;4.9;8;no;9.81;8;75.4;no;no
59255;21;Oeste;5.4;29;no;6.22;5;63.5;no;no
66627;22;Oeste;4.8;15;si;5.91;6;71.1;si;no
94510;20;Oeste;3.1;14;no;6.91;5;92.1;no;no
21685;21;Norte;3.5;18;si;8.21;9;71.7;no;no
82659;21;Oeste;2.2;17;si;6.34;2;57.1;no;no
65008;24;Oeste;0.5;22;no;5.71;6;77.3;si;no
87719;23;Sur;0.5;16;no;6.07;5;68.7;no;no
39435;20;Sur;20.5;5;si;9.32;8;73.6;si;no
